age,female,urban,educ,year,median_x,lowerci_95,upperci_95
0.5,999,1,2,2018,47.83926481,45.91235166,49.90497769
1.5,999,1,2,2018,42.43445758,40.96068123,44.06283617
3.5,999,1,2,2018,38.89340117,37.61266541,40.23312777
7.5,999,1,2,2018,36.48327157,35.41330202,37.65737247
12.5,999,1,2,2018,35.91174215,34.82894628,37.04945597
17.5,999,1,2,2018,35.8548712,34.85845243,36.9667753
22.5,999,1,2,2018,36.1009592,35.094547,37.25623349
27.5,999,1,2,2018,36.4652138,35.43329604,37.68376058
32.5,999,1,2,2018,37.21662362,36.11554196,38.53139848
37.5,999,1,2,2018,38.32537669,37.18620922,39.71595614
42.5,999,1,2,2018,39.05443959,37.90457802,40.49549746
47.5,999,1,2,2018,39.75824881,38.55735214,41.190097
52.5,999,1,2,2018,40.64397113,39.43917687,42.08981822
57.5,999,1,2,2018,41.77065835,40.57512846,43.14876813
62.5,999,1,2,2018,42.61678677,41.4406084,43.97537194
67.5,999,1,2,2018,43.34949583,42.17903972,44.68938402
72.5,999,1,2,2018,44.23505134,43.12804852,45.46914933
77.5,999,1,2,2018,46.0912873,44.91790713,47.306989
82.5,999,1,2,2018,46.85083066,45.72955481,47.99196277
87.5,999,1,2,2018,47.45296443,46.41973114,48.52205055
92.5,999,1,2,2018,48.02355899,46.97173214,49.06253913
97.5,999,1,2,2018,48.70107834,47.70388277,49.72071477
0.5,999,1,3,2018,49.94087111,48.45562733,51.5408572
1.5,999,1,3,2018,43.34733933,42.093209,44.67650927
3.5,999,1,3,2018,38.55603156,37.5015231,39.70875954
7.5,999,1,3,2018,35.01681073,34.11818772,35.97198819
12.5,999,1,3,2018,33.78747015,32.89704584,34.73290042
17.5,999,1,3,2018,33.71113904,32.82358344,34.63023654
22.5,999,1,3,2018,34.49540116,33.67236919,35.40934406
27.5,999,1,3,2018,35.83781267,34.96299614,36.75670496
32.5,999,1,3,2018,37.31380448,36.36074889,38.26456508
37.5,999,1,3,2018,38.61841644,37.66126665,39.60364993
42.5,999,1,3,2018,39.75834766,38.79042884,40.75277339
47.5,999,1,3,2018,40.83288298,39.85899804,41.90103179
52.5,999,1,3,2018,41.91155675,40.90888197,42.95595312
57.5,999,1,3,2018,42.87038791,41.93573835,43.87673742
62.5,999,1,3,2018,43.63446581,42.65519819,44.62216868
67.5,999,1,3,2018,44.27119686,43.28445882,45.29629728
72.5,999,1,3,2018,44.91327677,43.93224308,45.91299384
77.5,999,1,3,2018,46.81841242,45.76104575,47.94056783
82.5,999,1,3,2018,47.51206079,46.37608134,48.71374919
87.5,999,1,3,2018,48.05372489,46.94009563,49.2026485
92.5,999,1,3,2018,48.32353298,47.18075935,49.48774111
97.5,999,1,3,2018,48.9718645,47.69395662,50.15932236
999,999,999,999,2018,40.25905699,39.37797796,41.30508719
